ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,20.388,2,0.5,-39.7425,-0.35625
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,9.96,2,0,4.8804,0.49
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Appliances,320.64,4,0,70.8407,0.28
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,52,4,0,23.4,0.45
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,25.584,2,0.2,8.9544,0.35
First Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,464,5,0,70.8407,0.29
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,235.95,3,0,70.8407,0.33
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,39.96,4,0,17.982,0.45
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,18.528,4,0.5,-12.352,-0.35625
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,17.9,2,0,3.401,0.19
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,81.96,2,0,0,0
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,272.736,3,0.2,-39.7425,-0.2375
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,18.496,4,0.2,6.7048,0.3625
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Chairs,441.92,2,0.2,49.716,0.1125
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Bookcases,127.764,6,0.5,-39.7425,-0.35625
Second Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,166.44,3,0,70.8407,0.48
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,13.38,2,0,6.1548,0.46
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,24,2,0.2,-2.7,-0.1125
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Envelopes,24.448,4,0.2,8.8624,0.3625
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Labels,6.16,2,0,2.9568,0.48
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Furniture,Chairs,498.975,4,0.2,70.8407,0.1125
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Paper,8.56,2,0,3.852,0.45
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Office Supplies,Paper,97.82,2,0,45.9754,0.47
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,11.2752,0.3625
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Appliances,11.176,1,0.2,0.8382,0.075
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,5.04,2,0.2,1.764,0.35
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,242.176,4,0.5,-39.7425,-0.35625
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,337.176,2,0.4,-39.7425,-0.35
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Art,13.344,6,0.2,1.0008,0.075
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,76.752,6,0.2,10.5534,0.1375
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,102.336,8,0.2,14.0712,0.1375
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Paper,10.32,2,0.2,3.741,0.3625
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,47.32,7,0.2,5.915,0.125
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,Furnishings,23.376,3,0.2,7.0128,0.3
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,Furnishings,16.72,5,0.2,3.344,0.2
Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,Furnishings,16.192,1,0.2,4.6552,0.2875
Standard Class,Consumer,United States,Davis,California,95616,West,Office Supplies,Paper,32.4,5,0,15.552,0.48
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Art,19.89,9,0,5.3703,0.27
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,399.98,2,0,70.8407,0.43
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,343.85,5,0,70.8407,0.4
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Paper,106.32,3,0,49.9704,0.47
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,13.92,3,0.2,4.35,0.3125
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Binders,82.4,5,0,40.376,0.49
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Binders,6.24,2,0,3.0576,0.49
Standard Class,Home Office,United States,Wheeling,West Virginia,26003,East,Office Supplies,Paper,447.84,8,0,70.8407,0.49
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Appliances,272.048,7,0.2,30.6054,0.1125
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,498.975,6,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Fasteners,24.32,5,0.2,9.12,0.375
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Technology,Accessories,1.584,2,0.2,0.4752,0.3
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,31.984,1,0.2,0,0
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,14.76,5,0.2,4.797,0.325
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,423.648,2,0.2,47.6604,0.1125
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,76.64,2,0.2,26.824,0.35
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,4.464,1,0.2,1.674,0.375
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,3.96,9.5,0.5,-6.93,-0.35625
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,498.975,2,0,70.8407,0.25
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,Tables,268.704,3,0.2,6.7176,0.025
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Office Supplies,Art,21.92,8,0,5.9184,0.27
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Office Supplies,Storage,48.72,3,0,7.308,0.15
Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,Bookcases,205.666,2,0.15,-12.098,-0.058823529
Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,30.344,2,0.5,-31.8612,-0.35625
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.696,2,0.2,1.9272,0.075
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,498.975,5,0,70.8407,0.49
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,101.34,3,0,8.1072,0.08
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,344.372,4,0.3,-39.7425,-0.271428571
Second Class,Home Office,United States,Garland,Texas,75043,Central,Office Supplies,Art,30.384,1,0.2,3.798,0.125
Second Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,22.848,2,0.2,7.4256,0.325
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Office Supplies,Storage,38.62,2,0,10.8136,0.28
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Technology,Accessories,59.98,2,0,10.7964,0.18
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,174.3,3,0,70.8407,0.47
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Technology,Phones,383.96,5,0.2,38.396,0.1
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,15.57,3,0.5,-11.418,-0.35625
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,22.32,4,0,10.7136,0.48
First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,103.6,7,0,51.8,0.5
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,2.97,3,0,1.3365,0.45
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,498.975,1,0,70.8407,0.3
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,50.97,3,0,9.1746,0.18
First Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Tables,298.116,6,0.3,-4.2588,-0.014285714
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,59.52,3,0,17.856,0.3
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Furniture,Chairs,230.28,3,0.2,23.028,0.1
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,105.52,5,0.2,34.294,0.325
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Envelopes,23.36,2,0,11.68,0.5
Standard Class,Corporate,United States,Brentwood,California,94513,West,Technology,Phones,71.976,3,0.2,8.997,0.125
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,8.56,2,0,3.852,0.45
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Binders,13.92,3,0.2,4.872,0.35
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,498.975,9,0,70.8407,0.26
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,498.975,3,0,70.8407,0.26
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Binders,221.056,8,0.2,70.8407,0.35
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,81.424,2,0.2,-9.1602,-0.1125
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Storage,134.8,9.5,0,35.048,0.26
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,39.582,9,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,44.688,7,0.2,5.0274,0.1125
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Art,31.744,2,0.2,2.3808,0.075
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,40.98,5,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,3.168,3,0.5,-5.0688,-0.35625
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Fasteners,18.84,5,0.2,-3.5325,-0.1875
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,362.25,6,0.3,0,0
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Furnishings,63.552,6,0.5,-34.9536,-0.35625
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,129.552,3,0.2,-22.6716,-0.175
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,5.984,2,0.2,2.244,0.375
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,498.975,4,0,70.8407,0.29
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Storage,66.96,4,0,2.6784,0.04
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,6.24,2,0,3.0576,0.49
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Chairs,435.168,4,0.2,-39.7425,-0.1375
Standard Class,Corporate,United States,Chico,California,95928,West,Office Supplies,Fasteners,14.9,5,0,6.854,0.46
Standard Class,Corporate,United States,Chico,California,95928,West,Office Supplies,Appliances,15.8,4,0,4.108,0.26
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Furnishings,72.9,5,0,26.973,0.37
Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Tables,206.352,3,0.2,5.1588,0.025
Standard Class,Corporate,United States,Chico,California,95928,West,Technology,Phones,7.992,1,0.2,2.6973,0.3375
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Storage,81.36,5,0.2,-19.323,-0.2375
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Binders,20.232,8,0.5,-16.1856,-0.35625
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Appliances,389.056,4,0.2,48.632,0.125
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Paper,20.736,4,0.2,7.2576,0.35
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Paper,41.472,8,0.2,14.5152,0.35
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,33.36,4,0,16.68,0.5
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,90.882,3,0.5,-39.7425,-0.35625
First Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,15.992,1,0.2,-2.9985,-0.1875
First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,120.784,1,0.2,13.5882,0.1125
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,498.975,4,0.4,-39.7425,-0.216666667
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.176,3,0.2,-5.4558,-0.175
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.368,2,0.2,3.6288,0.35
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.724,2,0.5,-1.9068,-0.35625
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,254.352,3,0.2,0,0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.762,3,0.5,-2.7588,-0.35625
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,10.272,3,0.2,3.21,0.3125
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,498.975,3,0,70.8407,0.3
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,113.73,3,0,32.9817,0.29
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,5.104,1,0.2,1.6588,0.325
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.448,2,0.2,5.5512,0.3375
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Office Supplies,Appliances,81.92,4,0,22.1184,0.27
First Class,Consumer,United States,Clifton,New Jersey,7011,East,Furniture,Furnishings,254.9,5,0,70.8407,0.3
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,15.12,5,0.2,4.914,0.325
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,7.872,3,0.2,0.8856,0.1125
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,8.32,5,0.2,2.808,0.3375
Second Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,89.95,5,0,43.176,0.48
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,25.2,4,0,11.592,0.46
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Labels,37.59,3,0,17.6673,0.47
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Office Supplies,Storage,14.97,1,0,4.1916,0.28
Standard Class,Home Office,United States,Sheboygan,Wisconsin,53081,Central,Technology,Accessories,1.98,2,0,0.891,0.45
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Binders,39.936,4,0.5,-26.624,-0.35625
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Technology,Accessories,18.464,2,0.2,2.308,0.125
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,4.896,3,0.5,-3.4272,-0.35625
